Operation_Date,Year,Month,Quarter,Day_of_Week,Weekend,Peak_Season,Warehouse_ID,Warehouse_Type,Warehouse_Area_sq_m,Temperature_C,Humidity_Percentage,Weather_Condition,Warehouse_Occupancy_Percentage,Total_Shipments,Total_Cargo_Weight_kg,Total_Cargo_Volume_m3,Number_of_Flights,Forklift_Operating_Hours,Conveyor_Operating_Hours,HVAC_Operating_Hours,Equipment_Utilization_Percentage,Staff_Count,Staff_Availability_Percentage,Energy_Consumption_kWh
2023-09-10,2023,9,3,Sunday,No,No,WH005,General,20253,38.1,66,Hot,73,210,24996.29,135.35,11,6.5,3.9,7.4,56.4,57,86.1,89.13
2023-09-10,2023,9,3,Sunday,No,No,WH004,General,24074,38.1,66,Hot,79,228,23260.32,126.75,12,6.8,3.9,6.8,61.1,55,85.0,87.1
2023-09-10,2023,9,3,Sunday,No,No,WH003,General,18204,38.1,66,Hot,91,380,33083.51,179.09,20,10.7,6.4,7.5,83.4,64,85.8,97.25
2023-09-10,2023,9,3,Sunday,No,No,WH001,General,23238,38.1,66,Hot,69,241,27707.07,181.34,10,6.7,3.9,7.3,63.6,62,85.0,86.13
2023-09-10,2023,9,3,Sunday,No,No,WH002,General,18912,38.1,66,Hot,57,237,24138.63,105.42,14,6.4,4.3,7.3,49.3,70,93.9,87.76
2023-09-10,2023,9,3,Sunday,No,No,LA001,Live Animal,11771,38.1,66,Hot,56,29,641.09,8.36,1,1.2,0.0,7.2,26.5,15,97.9,140.36
2023-09-10,2023,9,3,Sunday,No,No,EX001,Express,14467,38.1,66,Hot,83,257,3130.35,21.76,15,7.2,8.6,6.9,76.2,52,88.7,118.2
2023-09-10,2023,9,3,Sunday,No,No,DG001,Dangerous Goods,11016,38.1,66,Hot,80,72,6029.7,18.08,3,3.2,0.5,7.2,47.5,24,90.9,115.35
2023-09-10,2023,9,3,Sunday,No,No,CW002,Cold,13143,38.1,66,Hot,78,135,13844.45,60.61,9,4.6,1.3,11.9,47.0,38,89.4,181.45
2023-09-10,2023,9,3,Sunday,No,No,CW001,Cold,13828,38.1,66,Hot,72,182,19418.09,66.47,9,5.2,1.7,12.3,54.3,39,93.0,187.57
2023-09-10,2023,9,3,Sunday,No,No,VW001,Valuable,4419,38.1,66,Hot,28,19,254.71,1.32,1,1.4,0.2,4.1,18.8,12,95.4,75.37
2023-09-11,2023,9,3,Monday,No,No,WH002,General,18912,36.8,72,Sunny,92,266,27467.13,182.6,11,8.6,4.6,6.6,75.1,68,88.5,84.61
2023-09-11,2023,9,3,Monday,No,No,WH006,General,20006,36.8,72,Sunny,76,185,22849.44,129.57,10,6.4,3.4,7.1,59.8,47,94.5,87.49
2023-09-11,2023,9,3,Monday,No,No,WH005,General,20253,36.8,72,Sunny,80,304,37886.73,171.27,16,8.2,4.9,6.4,67.4,75,87.5,85.99
2023-09-11,2023,9,3,Monday,No,No,WH004,General,24074,36.8,72,Sunny,89,344,33719.37,166.66,21,9.6,6.5,6.6,84.7,58,91.6,88.1
2023-09-11,2023,9,3,Monday,No,No,WH003,General,18204,36.8,72,Sunny,58,244,28875.55,173.34,12,7.5,4.4,7.0,56.6,61,86.3,90.5
2023-09-11,2023,9,3,Monday,No,No,WH001,General,23238,36.8,72,Sunny,75,291,30581.92,127.97,13,8.7,5.1,7.0,72.3,63,87.4,84.61
2023-09-11,2023,9,3,Monday,No,No,CW002,Cold,13143,36.8,72,Sunny,79,152,14345.52,67.02,9,4.8,1.5,11.7,52.9,49,89.9,180.2
2023-09-11,2023,9,3,Monday,No,No,LA001,Live Animal,11771,36.8,72,Sunny,32,4,89.89,1.5,1,1.2,0.0,6.6,22.0,10,96.3,127.99
2023-09-11,2023,9,3,Monday,No,No,EX001,Express,14467,36.8,72,Sunny,72,186,3298.27,34.57,11,5.5,5.9,6.3,57.2,39,98.5,120.59
2023-09-11,2023,9,3,Monday,No,No,DG001,Dangerous Goods,11016,36.8,72,Sunny,44,49,2826.6,7.68,2,1.5,0.2,6.4,18.9,23,87.7,109.5
2023-09-11,2023,9,3,Monday,No,No,CW001,Cold,13828,36.8,72,Sunny,75,215,23367.99,111.77,11,5.9,2.3,11.9,59.0,50,86.5,187.8
2023-09-11,2023,9,3,Monday,No,No,VW001,Valuable,4419,36.8,72,Sunny,57,15,191.16,1.63,1,1.5,0.3,3.9,29.6,12,96.6,67.2
2023-09-12,2023,9,3,Tuesday,No,No,WH003,General,18204,39.2,64,Cloudy,90,280,25089.26,147.48,13,8.4,4.7,7.3,75.1,56,94.0,93.05
2023-09-12,2023,9,3,Tuesday,No,No,WH006,General,20006,39.2,64,Cloudy,84,257,24205.14,159.09,11,8.3,4.5,7.3,69.9,60,96.2,86.21
2023-09-12,2023,9,3,Tuesday,No,No,WH005,General,20253,39.2,64,Cloudy,66,214,20865.21,107.94,13,6.4,4.0,7.5,54.1,66,95.9,82.27
2023-09-12,2023,9,3,Tuesday,No,No,WH004,General,24074,39.2,64,Cloudy,58,164,16192.99,81.42,7,5.8,3.1,7.1,45.5,58,94.7,81.73
2023-09-12,2023,9,3,Tuesday,No,No,WH001,General,23238,39.2,64,Cloudy,93,341,34922.14,154.9,16,9.8,6.5,7.3,80.5,58,96.3,94.72
2023-09-12,2023,9,3,Tuesday,No,No,WH002,General,18912,39.2,64,Cloudy,64,157,15988.42,106.11,6,5.7,2.6,7.4,50.3,48,90.4,81.77
2023-09-12,2023,9,3,Tuesday,No,No,LA001,Live Animal,11771,39.2,64,Cloudy,34,9,403.92,4.06,1,1.1,0.0,7.3,20.4,17,96.5,133.27
2023-09-12,2023,9,3,Tuesday,No,No,VW001,Valuable,4419,39.2,64,Cloudy,65,51,259.52,2.2,2,2.8,0.1,4.5,35.6,16,86.2,69.78
2023-09-12,2023,9,3,Tuesday,No,No,EX001,Express,14467,39.2,64,Cloudy,79,231,5569.27,62.91,9,7.2,8.4,7.7,72.5,41,90.0,120.95
2023-09-12,2023,9,3,Tuesday,No,No,DG001,Dangerous Goods,11016,39.2,64,Cloudy,80,50,2772.69,7.49,2,2.7,0.3,7.0,38.6,25,95.0,112.97
2023-09-12,2023,9,3,Tuesday,No,No,CW002,Cold,13143,39.2,64,Cloudy,81,183,19715.5,95.73,8,5.3,2.2,12.4,51.4,44,90.4,184.2
2023-09-12,2023,9,3,Tuesday,No,No,CW001,Cold,13828,39.2,64,Cloudy,74,142,15386.06,65.36,7,5.0,1.7,11.9,56.1,40,89.7,182.97
2023-09-13,2023,9,3,Wednesday,No,No,WH005,General,20253,40.2,45,Dust Storm,69,251,25394.7,102.86,16,7.2,4.7,8.0,58.0,59,86.0,92.59
2023-09-13,2023,9,3,Wednesday,No,No,WH004,General,24074,40.2,45,Dust Storm,58,143,12530.77,76.22,6,4.7,2.5,7.5,49.5,45,87.0,86.04
2023-09-13,2023,9,3,Wednesday,No,No,WH003,General,18204,40.2,45,Dust Storm,71,240,26286.24,171.19,13,7.1,4.2,7.4,63.2,54,96.2,83.3
2023-09-13,2023,9,3,Wednesday,No,No,WH002,General,18912,40.2,45,Dust Storm,59,143,12972.82,57.91,7,5.2,2.7,8.0,49.3,52,86.4,84.22
2023-09-13,2023,9,3,Wednesday,No,No,WH001,General,23238,40.2,45,Dust Storm,92,354,32627.36,155.75,17,9.7,6.4,7.6,85.5,67,92.8,95.38
2023-09-13,2023,9,3,Wednesday,No,No,WH006,General,20006,40.2,45,Dust Storm,79,274,29057.62,131.19,17,7.7,4.7,7.5,65.3,57,91.8,91.8
2023-09-13,2023,9,3,Wednesday,No,No,LA001,Live Animal,11771,40.2,45,Dust Storm,48,24,630.84,7.03,1,1.9,0.0,7.9,25.6,13,90.7,139.05
2023-09-13,2023,9,3,Wednesday,No,No,EX001,Express,14467,40.2,45,Dust Storm,67,161,2765.84,22.4,8,5.4,5.1,8.0,52.7,43,92.0,116.97
2023-09-13,2023,9,3,Wednesday,No,No,DG001,Dangerous Goods,11016,40.2,45,Dust Storm,64,74,4532.59,11.61,3,2.3,0.5,7.5,35.3,20,92.7,113.8
2023-09-13,2023,9,3,Wednesday,No,No,CW002,Cold,13143,40.2,45,Dust Storm,88,199,19355.25,78.21,9,6.4,2.5,12.1,63.9,40,88.8,189.47
2023-09-13,2023,9,3,Wednesday,No,No,CW001,Cold,13828,40.2,45,Dust Storm,74,120,11757.42,42.54,6,4.7,1.3,12.9,50.6,40,86.0,178.75
2023-09-13,2023,9,3,Wednesday,No,No,VW001,Valuable,4419,40.2,45,Dust Storm,67,31,249.67,1.72,1,1.9,0.1,4.5,34.8,16,97.2,73.43
2023-09-14,2023,9,3,Thursday,No,No,WH006,General,20006,38.8,49,Dust Storm,76,187,18121.75,97.49,8,6.4,2.9,7.6,54.6,67,87.4,83.63
2023-09-14,2023,9,3,Thursday,No,No,WH005,General,20253,38.8,49,Dust Storm,95,288,34785.93,147.95,19,8.2,5.0,6.9,74.7,70,90.8,92.91
2023-09-14,2023,9,3,Thursday,No,No,WH004,General,24074,38.8,49,Dust Storm,83,253,23607.15,106.83,14,7.4,4.7,7.1,68.3,56,87.4,86.01
2023-09-14,2023,9,3,Thursday,No,No,WH003,General,18204,38.8,49,Dust Storm,85,349,37642.91,241.8,20,9.6,5.9,7.6,82.9,70,89.3,92.92
2023-09-14,2023,9,3,Thursday,No,No,WH002,General,18912,38.8,49,Dust Storm,55,230,23745.26,120.26,12,6.4,4.2,7.1,51.2,63,98.9,86.67
2023-09-14,2023,9,3,Thursday,No,No,WH001,General,23238,38.8,49,Dust Storm,56,168,18715.06,99.97,8,5.1,2.7,6.8,47.1,60,88.3,81.12
2023-09-14,2023,9,3,Thursday,No,No,VW001,Valuable,4419,38.8,49,Dust Storm,32,11,119.6,0.69,1,0.5,0.3,4.1,19.5,10,87.1,68.51
2023-09-14,2023,9,3,Thursday,No,No,EX001,Express,14467,38.8,49,Dust Storm,72,212,2923.89,36.29,11,7.0,7.1,7.3,65.9,43,89.2,117.42
2023-09-14,2023,9,3,Thursday,No,No,DG001,Dangerous Goods,11016,38.8,49,Dust Storm,37,20,1586.12,3.2,1,0.7,0.1,7.3,18.5,17,85.7,109.41
2023-09-14,2023,9,3,Thursday,No,No,CW002,Cold,13143,38.8,49,Dust Storm,68,108,10462.45,44.51,6,3.7,1.4,12.1,43.5,34,85.2,179.37
2023-09-14,2023,9,3,Thursday,No,No,CW001,Cold,13828,38.8,49,Dust Storm,69,136,12434.75,58.1,7,4.7,1.4,12.6,51.7,39,89.1,178.3
2023-09-14,2023,9,3,Thursday,No,No,LA001,Live Animal,11771,38.8,49,Dust Storm,51,13,356.42,3.85,1,1.4,0.0,7.1,25.5,10,94.7,140.42
2023-09-15,2023,9,3,Friday,Yes,No,WH002,General,18912,38.2,60,Cloudy,89,363,40795.79,211.08,20,10.2,6.7,6.7,85.1,71,95.7,88.7
2023-09-15,2023,9,3,Friday,Yes,No,WH006,General,20006,38.2,60,Cloudy,87,211,26075.24,117.7,9,7.0,4.1,7.3,66.4,51,86.6,90.7
2023-09-15,2023,9,3,Friday,Yes,No,WH005,General,20253,38.2,60,Cloudy,74,224,23473.92,94.84,11,6.7,3.6,7.2,58.3,56,93.1,90.67
2023-09-15,2023,9,3,Friday,Yes,No,WH004,General,24074,38.2,60,Cloudy,70,238,20627.53,97.33,14,7.1,4.1,7.4,60.7,67,96.5,84.57
2023-09-15,2023,9,3,Friday,Yes,No,WH003,General,18204,38.2,60,Cloudy,70,193,23658.03,144.67,9,6.4,3.8,7.3,53.7,60,98.2,88.63
2023-09-15,2023,9,3,Friday,Yes,No,WH001,General,23238,38.2,60,Cloudy,79,222,23961.8,154.96,9,7.3,4.4,7.3,62.7,50,97.4,84.7
2023-09-15,2023,9,3,Friday,Yes,No,CW002,Cold,13143,38.2,60,Cloudy,69,184,14755.61,49.7,8,5.1,1.9,12.5,54.4,44,99.0,180.3
2023-09-15,2023,9,3,Friday,Yes,No,LA001,Live Animal,11771,38.2,60,Cloudy,53,25,902.54,9.34,1,2.0,0.0,7.0,24.0,13,87.3,136.32
2023-09-15,2023,9,3,Friday,Yes,No,EX001,Express,14467,38.2,60,Cloudy,92,258,2809.02,21.17,10,7.4,9.1,7.1,79.2,52,88.1,124.27
2023-09-15,2023,9,3,Friday,Yes,No,DG001,Dangerous Goods,11016,38.2,60,Cloudy,72,71,3750.77,11.96,2,2.7,0.3,7.6,36.5,26,86.3,112.17
2023-09-15,2023,9,3,Friday,Yes,No,VW001,Valuable,4419,38.2,60,Cloudy,57,38,467.69,2.6,2,1.6,0.2,4.4,31.8,12,98.9,74.0
2023-09-15,2023,9,3,Friday,Yes,No,CW001,Cold,13828,38.2,60,Cloudy,94,156,14611.1,70.28,6,5.3,1.9,12.2,65.6,40,93.1,188.55
2023-09-16,2023,9,3,Saturday,Yes,No,WH006,General,20006,36.1,60,Sunny,73,192,21589.64,132.52,10,6.3,3.5,6.2,63.6,57,94.7,84.44
2023-09-16,2023,9,3,Saturday,Yes,No,WH005,General,20253,36.1,60,Sunny,61,207,24294.08,141.25,9,6.8,3.3,6.7,53.0,68,96.6,85.27
2023-09-16,2023,9,3,Saturday,Yes,No,WH004,General,24074,36.1,60,Sunny,75,196,20269.67,94.45,7,6.5,3.2,6.1,55.0,68,93.8,89.04
2023-09-16,2023,9,3,Saturday,Yes,No,WH003,General,18204,36.1,60,Sunny,68,204,25300.64,140.95,12,6.3,4.0,6.1,56.9,62,89.5,83.34
2023-09-16,2023,9,3,Saturday,Yes,No,WH002,General,18912,36.1,60,Sunny,57,229,20537.04,105.59,9,6.3,4.1,6.3,53.5,59,86.0,84.15
2023-09-16,2023,9,3,Saturday,Yes,No,WH001,General,23238,36.1,60,Sunny,73,221,24883.04,120.92,10,7.2,3.6,6.2,62.5,57,86.1,87.85
2023-09-16,2023,9,3,Saturday,Yes,No,VW001,Valuable,4419,36.1,60,Sunny,62,23,141.55,1.29,1,1.9,0.4,4.1,28.3,15,85.9,74.69
2023-09-16,2023,9,3,Saturday,Yes,No,LA001,Live Animal,11771,36.1,60,Sunny,57,8,160.51,1.68,1,1.1,0.0,6.6,23.8,19,87.7,135.52
2023-09-16,2023,9,3,Saturday,Yes,No,EX001,Express,14467,36.1,60,Sunny,86,284,4526.44,50.67,18,8.2,9.9,6.3,86.1,46,93.8,121.98
2023-09-16,2023,9,3,Saturday,Yes,No,DG001,Dangerous Goods,11016,36.1,60,Sunny,52,68,5958.18,13.46,3,2.4,0.1,6.3,29.0,19,88.4,106.48
2023-09-16,2023,9,3,Saturday,Yes,No,CW002,Cold,13143,36.1,60,Sunny,89,238,26085.27,123.41,10,7.3,2.3,11.3,63.5,45,90.2,182.93
2023-09-16,2023,9,3,Saturday,Yes,No,CW001,Cold,13828,36.1,60,Sunny,77,165,14151.07,64.58,8,5.1,1.7,11.3,56.9,51,97.8,181.41
2023-09-17,2023,9,3,Sunday,No,No,WH005,General,20253,37.8,66,Sunny,78,320,35911.86,232.79,14,8.6,5.9,6.8,72.7,69,93.4,92.35
2023-09-17,2023,9,3,Sunday,No,No,WH004,General,24074,37.8,66,Sunny,58,149,17491.76,73.91,6,5.5,3.1,7.3,48.8,50,87.7,80.97
2023-09-17,2023,9,3,Sunday,No,No,WH003,General,18204,37.8,66,Sunny,86,214,25020.21,146.67,14,7.4,3.3,6.7,71.4,65,97.0,87.66
2023-09-17,2023,9,3,Sunday,No,No,WH002,General,18912,37.8,66,Sunny,55,178,18665.54,76.87,7,5.3,2.8,7.1,49.7,57,96.3,83.3
2023-09-17,2023,9,3,Sunday,No,No,WH001,General,23238,37.8,66,Sunny,62,157,14646.37,68.8,6,5.2,2.5,6.9,48.3,52,89.0,82.51
2023-09-17,2023,9,3,Sunday,No,No,WH006,General,20006,37.8,66,Sunny,93,327,28007.86,185.82,16,9.1,5.7,7.2,79.7,61,89.1,91.42
2023-09-17,2023,9,3,Sunday,No,No,LA001,Live Animal,11771,37.8,66,Sunny,55,16,414.44,4.9,1,1.8,0.0,6.5,33.2,12,98.6,137.87
2023-09-17,2023,9,3,Sunday,No,No,EX001,Express,14467,37.8,66,Sunny,90,274,6461.52,44.18,17,8.6,9.0,6.8,85.5,43,95.0,126.46
2023-09-17,2023,9,3,Sunday,No,No,DG001,Dangerous Goods,11016,37.8,66,Sunny,35,30,2179.15,4.88,1,1.4,0.0,6.5,16.0,22,85.9,108.58
2023-09-17,2023,9,3,Sunday,No,No,CW002,Cold,13143,37.8,66,Sunny,72,180,18069.39,79.17,10,5.9,2.0,11.9,57.9,42,89.2,179.19
2023-09-17,2023,9,3,Sunday,No,No,CW001,Cold,13828,37.8,66,Sunny,92,164,14044.3,57.12,10,5.9,1.7,11.5,61.8,35,86.3,180.56
2023-09-17,2023,9,3,Sunday,No,No,VW001,Valuable,4419,37.8,66,Sunny,34,22,288.62,1.69,1,1.4,0.1,3.9,20.3,16,92.9,66.15
2023-09-18,2023,9,3,Monday,No,No,WH005,General,20253,37.8,61,Sunny,78,304,26709.53,165.11,13,8.9,5.5,7.0,72.0,58,90.6,92.92
2023-09-18,2023,9,3,Monday,No,No,WH004,General,24074,37.8,61,Sunny,59,175,21608.24,118.93,9,5.4,3.3,7.1,47.1,60,97.5,84.49
2023-09-18,2023,9,3,Monday,No,No,WH003,General,18204,37.8,61,Sunny,82,237,27274.68,130.41,13,7.7,3.7,7.1,64.9,50,96.4,83.22
2023-09-18,2023,9,3,Monday,No,No,WH002,General,18912,37.8,61,Sunny,71,189,20649.81,98.69,10,6.2,3.6,7.0,59.4,54,89.9,79.93
2023-09-18,2023,9,3,Monday,No,No,WH001,General,23238,37.8,61,Sunny,67,176,15873.69,90.31,9,5.9,3.4,6.5,51.6,55,85.4,83.22
2023-09-18,2023,9,3,Monday,No,No,WH006,General,20006,37.8,61,Sunny,88,321,36850.21,197.1,12,8.8,5.2,7.2,72.3,63,93.9,89.0
2023-09-18,2023,9,3,Monday,No,No,LA001,Live Animal,11771,37.8,61,Sunny,38,7,216.74,3.64,1,1.1,0.0,6.6,19.1,12,87.3,132.09
2023-09-18,2023,9,3,Monday,No,No,EX001,Express,14467,37.8,61,Sunny,93,347,7924.43,71.01,18,9.3,11.8,6.7,89.4,57,91.6,122.38
2023-09-18,2023,9,3,Monday,No,No,DG001,Dangerous Goods,11016,37.8,61,Sunny,40,45,2578.12,6.29,2,2.0,0.1,6.7,23.2,21,95.9,107.93
2023-09-18,2023,9,3,Monday,No,No,CW002,Cold,13143,37.8,61,Sunny,98,181,19302.17,89.03,9,6.5,2.3,11.6,62.8,51,97.8,181.4
2023-09-18,2023,9,3,Monday,No,No,CW001,Cold,13828,37.8,61,Sunny,66,180,17322.39,61.91,12,5.9,1.8,12.3,52.3,46,86.0,181.08
2023-09-18,2023,9,3,Monday,No,No,VW001,Valuable,4419,37.8,61,Sunny,29,10,69.58,0.44,1,0.8,0.1,4.1,11.6,15,93.9,72.59
2023-09-19,2023,9,3,Tuesday,No,No,WH006,General,20006,38.0,54,Hot,79,305,28340.01,175.92,16,8.8,5.2,6.6,76.5,70,96.7,83.95
2023-09-19,2023,9,3,Tuesday,No,No,WH005,General,20253,38.0,54,Hot,93,308,32465.47,130.71,19,9.3,5.8,7.5,78.0,62,88.2,89.28
2023-09-19,2023,9,3,Tuesday,No,No,WH004,General,24074,38.0,54,Hot,55,180,19928.87,103.15,7,5.4,3.7,7.1,49.0,61,98.4,81.38
2023-09-19,2023,9,3,Tuesday,No,No,WH003,General,18204,38.0,54,Hot,91,237,26138.07,128.1,11,7.5,3.8,6.6,73.7,57,96.4,85.39
2023-09-19,2023,9,3,Tuesday,No,No,WH002,General,18912,38.0,54,Hot,85,241,29221.47,187.07,10,7.7,4.8,6.9,72.9,51,91.6,86.77
2023-09-19,2023,9,3,Tuesday,No,No,WH001,General,23238,38.0,54,Hot,88,373,36101.75,233.1,19,10.1,6.5,6.8,84.3,66,98.5,90.24
2023-09-19,2023,9,3,Tuesday,No,No,VW001,Valuable,4419,38.0,54,Hot,21,10,144.99,0.75,1,0.7,0.3,4.3,14.4,8,97.6,64.85
2023-09-19,2023,9,3,Tuesday,No,No,EX001,Express,14467,38.0,54,Hot,68,136,2032.13,14.54,9,4.7,4.6,7.4,47.9,42,98.5,121.02
2023-09-19,2023,9,3,Tuesday,No,No,DG001,Dangerous Goods,11016,38.0,54,Hot,52,58,4728.32,13.61,3,2.3,0.3,6.8,30.3,22,89.9,109.72
2023-09-19,2023,9,3,Tuesday,No,No,CW002,Cold,13143,38.0,54,Hot,88,256,22197.03,85.91,15,7.5,2.8,12.2,71.2,53,90.7,185.31
2023-09-19,2023,9,3,Tuesday,No,No,CW001,Cold,13828,38.0,54,Hot,71,173,16296.13,60.81,9,5.2,1.8,11.8,53.7,44,95.5,184.96
2023-09-19,2023,9,3,Tuesday,No,No,LA001,Live Animal,11771,38.0,54,Hot,55,17,686.85,7.05,1,1.8,0.0,7.2,30.7,20,86.8,130.93
2023-09-20,2023,9,3,Wednesday,No,No,WH002,General,18912,37.7,48,Dust Storm,91,368,38870.5,202.41,17,9.8,6.4,7.3,85.7,60,93.1,94.04
2023-09-20,2023,9,3,Wednesday,No,No,WH005,General,20253,37.7,48,Dust Storm,66,234,23337.82,112.48,15,6.8,3.8,7.2,56.8,62,87.2,86.75
2023-09-20,2023,9,3,Wednesday,No,No,WH004,General,24074,37.7,48,Dust Storm,70,244,22710.53,119.0,14,7.4,4.3,6.7,65.2,66,94.2,87.44
2023-09-20,2023,9,3,Wednesday,No,No,WH003,General,18204,37.7,48,Dust Storm,83,230,22033.9,131.56,15,7.7,4.4,7.0,67.1,70,93.2,88.01
2023-09-20,2023,9,3,Wednesday,No,No,WH001,General,23238,37.7,48,Dust Storm,73,175,19208.57,80.64,9,6.5,2.9,7.2,62.0,61,93.7,87.76
2023-09-20,2023,9,3,Wednesday,No,No,WH006,General,20006,37.7,48,Dust Storm,67,249,26081.43,144.32,13,7.5,4.6,7.2,61.4,65,86.0,88.48
2023-09-20,2023,9,3,Wednesday,No,No,LA001,Live Animal,11771,37.7,48,Dust Storm,43,5,141.63,1.71,1,0.9,0.0,7.3,24.4,17,95.9,135.37
2023-09-20,2023,9,3,Wednesday,No,No,EX001,Express,14467,37.7,48,Dust Storm,88,305,5338.15,37.22,12,8.4,10.7,7.0,83.9,47,91.4,129.3
2023-09-20,2023,9,3,Wednesday,No,No,DG001,Dangerous Goods,11016,37.7,48,Dust Storm,61,77,5262.81,14.04,5,2.3,0.3,7.0,35.4,21,95.9,110.93
2023-09-20,2023,9,3,Wednesday,No,No,CW002,Cold,13143,37.7,48,Dust Storm,79,223,20414.87,88.84,10,6.3,2.5,11.7,57.4,42,91.3,188.13
2023-09-20,2023,9,3,Wednesday,No,No,CW001,Cold,13828,37.7,48,Dust Storm,69,161,14321.08,66.01,7,4.8,1.6,12.4,51.5,37,88.1,179.35
2023-09-20,2023,9,3,Wednesday,No,No,VW001,Valuable,4419,37.7,48,Dust Storm,58,43,283.9,2.2,2,2.1,0.2,3.9,30.2,17,87.2,67.03
2023-09-21,2023,9,3,Thursday,No,No,WH006,General,20006,37.5,54,Sunny,81,311,38431.73,197.0,12,8.6,5.9,7.3,78.9,68,86.8,90.18
2023-09-21,2023,9,3,Thursday,No,No,WH005,General,20253,37.5,54,Sunny,88,242,28077.59,156.15,11,7.3,4.4,7.3,72.4,56,86.1,85.56
2023-09-21,2023,9,3,Thursday,No,No,WH004,General,24074,37.5,54,Sunny,90,289,24790.59,123.07,13,8.9,5.4,6.5,76.7,69,93.8,92.29
2023-09-21,2023,9,3,Thursday,No,No,WH003,General,18204,37.5,54,Sunny,73,236,23680.81,118.51,14,7.5,4.6,7.2,66.3,55,87.0,82.77
2023-09-21,2023,9,3,Thursday,No,No,WH002,General,18912,37.5,54,Sunny,81,316,26917.1,139.36,18,9.0,5.5,6.8,76.1,59,96.6,88.23
2023-09-21,2023,9,3,Thursday,No,No,WH001,General,23238,37.5,54,Sunny,62,181,19747.92,119.0,7,6.1,3.2,6.9,50.8,60,93.5,81.09
2023-09-21,2023,9,3,Thursday,No,No,CW002,Cold,13143,37.5,54,Sunny,87,245,23204.3,112.06,10,6.8,2.8,11.6,66.9,50,95.8,184.36
2023-09-21,2023,9,3,Thursday,No,No,LA001,Live Animal,11771,37.5,54,Sunny,56,19,640.09,6.75,1,1.3,0.0,6.7,28.0,20,90.8,129.08
2023-09-21,2023,9,3,Thursday,No,No,EX001,Express,14467,37.5,54,Sunny,80,268,6071.79,57.65,17,7.9,9.1,7.3,79.8,46,95.3,121.68
2023-09-21,2023,9,3,Thursday,No,No,DG001,Dangerous Goods,11016,37.5,54,Sunny,43,40,3077.98,7.28,2,1.2,0.4,7.1,24.3,17,89.9,112.11
2023-09-21,2023,9,3,Thursday,No,No,VW001,Valuable,4419,37.5,54,Sunny,52,14,111.5,1.1,1,1.2,0.4,4.4,23.7,8,90.6,71.09
2023-09-21,2023,9,3,Thursday,No,No,CW001,Cold,13828,37.5,54,Sunny,73,193,19335.4,88.54,10,5.5,1.9,12.3,57.0,39,89.5,178.89
2023-09-22,2023,9,3,Friday,Yes,No,WH006,General,20006,37.5,56,Sunny,77,294,33995.8,171.74,13,8.4,5.7,6.4,72.2,59,94.0,92.23
2023-09-22,2023,9,3,Friday,Yes,No,WH005,General,20253,37.5,56,Sunny,62,186,16285.62,70.1,9,6.0,3.5,6.7,56.3,65,97.3,82.57
2023-09-22,2023,9,3,Friday,Yes,No,WH004,General,24074,37.5,56,Sunny,60,180,21506.4,92.81,7,5.6,3.7,6.8,50.7,66,88.1,87.2
2023-09-22,2023,9,3,Friday,Yes,No,WH003,General,18204,37.5,56,Sunny,93,360,43381.53,202.07,18,10.4,6.1,6.8,88.3,61,89.5,87.37
2023-09-22,2023,9,3,Friday,Yes,No,WH002,General,18912,37.5,56,Sunny,55,209,25549.69,114.4,11,6.7,3.7,6.8,50.2,51,97.4,80.57
2023-09-22,2023,9,3,Friday,Yes,No,WH001,General,23238,37.5,56,Sunny,92,256,24095.28,139.06,17,7.5,4.4,6.5,73.0,55,85.8,86.08
2023-09-22,2023,9,3,Friday,Yes,No,VW001,Valuable,4419,37.5,56,Sunny,63,42,523.11,4.15,1,2.1,0.4,4.4,37.8,11,95.0,68.14
2023-09-22,2023,9,3,Friday,Yes,No,LA001,Live Animal,11771,37.5,56,Sunny,50,22,536.56,6.15,1,1.7,0.0,7.3,25.3,18,95.0,130.94
2023-09-22,2023,9,3,Friday,Yes,No,EX001,Express,14467,37.5,56,Sunny,85,285,4433.1,55.24,11,8.6,9.3,7.3,81.9,49,87.6,126.09
2023-09-22,2023,9,3,Friday,Yes,No,DG001,Dangerous Goods,11016,37.5,56,Sunny,38,43,2372.91,4.77,1,1.4,0.1,6.9,24.2,22,89.4,107.82
2023-09-22,2023,9,3,Friday,Yes,No,CW002,Cold,13143,37.5,56,Sunny,79,189,19390.01,92.14,9,6.0,2.2,12.3,53.0,38,93.3,179.25
2023-09-22,2023,9,3,Friday,Yes,No,CW001,Cold,13828,37.5,56,Sunny,66,140,14586.63,68.73,7,4.8,1.4,11.4,50.8,42,94.5,174.89
2023-09-23,2023,9,3,Saturday,Yes,No,WH005,General,20253,37.2,66,Sunny,84,283,27990.56,144.83,13,8.2,5.0,7.2,77.4,59,98.1,83.36
2023-09-23,2023,9,3,Saturday,Yes,No,WH004,General,24074,37.2,66,Sunny,74,277,26452.37,139.53,13,7.7,4.7,6.9,64.0,58,95.6,82.42
2023-09-23,2023,9,3,Saturday,Yes,No,WH003,General,18204,37.2,66,Sunny,57,138,12634.46,68.97,7,4.9,2.1,6.7,44.7,54,98.9,84.37
2023-09-23,2023,9,3,Saturday,Yes,No,WH002,General,18912,37.2,66,Sunny,88,238,22555.25,103.4,9,7.6,4.1,7.0,69.0,63,90.5,84.68
