Operation_Date,Year,Month,Quarter,Day_of_Week,Weekend,Peak_Season,Warehouse_ID,Warehouse_Type,Warehouse_Area_sq_m,Temperature_C,Humidity_Percentage,Weather_Condition,Warehouse_Occupancy_Percentage,Total_Shipments,Total_Cargo_Weight_kg,Total_Cargo_Volume_m3,Number_of_Flights,Forklift_Operating_Hours,Conveyor_Operating_Hours,HVAC_Operating_Hours,Lighting_Operating_Hours,Equipment_Utilization_Percentage,Staff_Count,Staff_Availability_Percentage,Energy_Consumption_kWh
2024-07-14,2024,7,3,Sunday,No,Yes,CW002,Cold,13143,40.3,38,Dust Storm,99,258,24793.41,88.07,17,7.4,3.1,12.7,24.0,75.4,49,97.5,197.4
2024-07-14,2024,7,3,Sunday,No,Yes,DG001,Dangerous Goods,11016,40.3,38,Dust Storm,79,104,6773.19,13.58,5,3.5,0.3,7.4,24.0,48.8,25,91.4,118.61
2024-07-14,2024,7,3,Sunday,No,Yes,EX001,Express,14467,40.3,38,Dust Storm,93,224,2344.29,21.59,13,6.9,7.7,8.0,24.0,78.9,46,89.3,125.63
2024-07-14,2024,7,3,Sunday,No,Yes,LA001,Live Animal,11771,40.3,38,Dust Storm,59,16,691.97,6.93,1,1.6,0.0,8.4,24.0,27.6,18,98.8,141.28
2024-07-14,2024,7,3,Sunday,No,Yes,VW001,Valuable,4419,40.3,38,Dust Storm,46,19,104.09,0.53,1,1.4,0.1,4.8,24.0,20.6,9,91.7,70.95
2024-07-14,2024,7,3,Sunday,No,Yes,WH001,General,23238,40.3,38,Dust Storm,93,261,29796.5,120.51,11,7.8,4.4,8.0,24.0,71.8,71,96.0,89.54
2024-07-14,2024,7,3,Sunday,No,Yes,WH002,General,18912,40.3,38,Dust Storm,72,308,26828.18,111.44,19,9.0,5.7,7.6,24.0,68.5,62,85.3,93.99
2024-07-14,2024,7,3,Sunday,No,Yes,WH003,General,18204,40.3,38,Dust Storm,62,203,24146.9,102.65,9,6.0,3.7,8.1,24.0,57.3,56,89.4,88.18
2024-07-14,2024,7,3,Sunday,No,Yes,WH004,General,24074,40.3,38,Dust Storm,91,373,32860.06,162.58,15,10.1,6.8,8.2,24.0,87.2,67,86.1,90.9
2024-07-14,2024,7,3,Sunday,No,Yes,WH005,General,20253,40.3,38,Dust Storm,66,297,27718.25,164.99,14,8.5,4.9,8.4,24.0,67.6,64,89.9,86.12
2024-07-14,2024,7,3,Sunday,No,Yes,WH006,General,20006,40.3,38,Dust Storm,96,322,27526.22,135.64,12,9.7,5.4,7.8,24.0,79.5,57,96.7,87.18
2024-07-15,2024,7,3,Monday,No,Yes,CW001,Cold,13828,40.0,37,Dust Storm,99,292,26732.75,91.44,13,8.3,3.2,12.8,24.0,74.4,47,88.3,192.16
2024-07-15,2024,7,3,Monday,No,Yes,CW002,Cold,13143,40.0,37,Dust Storm,90,241,22287.39,82.38,10,7.4,2.9,12.4,24.0,73.4,49,90.6,193.81
2024-07-15,2024,7,3,Monday,No,Yes,DG001,Dangerous Goods,11016,40.0,37,Dust Storm,46,67,3860.76,8.94,4,2.5,0.4,7.7,24.0,26.7,19,97.4,114.62
2024-07-15,2024,7,3,Monday,No,Yes,EX001,Express,14467,40.0,37,Dust Storm,86,345,3967.34,32.29,18,9.8,11.7,7.9,24.0,94.4,52,85.5,127.06
2024-07-15,2024,7,3,Monday,No,Yes,LA001,Live Animal,11771,40.0,37,Dust Storm,38,9,275.98,4.21,1,1.2,0.0,7.9,24.0,24.2,19,94.7,132.35
2024-07-15,2024,7,3,Monday,No,Yes,VW001,Valuable,4419,40.0,37,Dust Storm,44,22,287.61,2.49,1,1.8,0.3,4.8,24.0,20.4,12,86.6,69.07
2024-07-15,2024,7,3,Monday,No,Yes,WH001,General,23238,40.0,37,Dust Storm,67,297,32378.49,181.6,15,8.4,4.9,8.1,24.0,68.0,58,89.5,94.27
2024-07-15,2024,7,3,Monday,No,Yes,WH002,General,18912,40.0,37,Dust Storm,83,303,34406.46,147.63,20,9.0,5.0,8.0,24.0,74.0,61,98.1,89.82
2024-07-15,2024,7,3,Monday,No,Yes,WH003,General,18204,40.0,37,Dust Storm,84,337,29610.19,128.15,18,9.7,6.0,7.5,24.0,83.5,61,92.0,87.52
2024-07-15,2024,7,3,Monday,No,Yes,WH004,General,24074,40.0,37,Dust Storm,99,437,50590.12,243.65,20,11.9,8.0,7.7,24.0,95.0,77,93.9,94.8
2024-07-15,2024,7,3,Monday,No,Yes,WH005,General,20253,40.0,37,Dust Storm,89,352,38591.53,247.69,16,10.3,6.5,7.9,24.0,80.7,64,86.7,92.83
2024-07-15,2024,7,3,Monday,No,Yes,WH006,General,20006,40.0,37,Dust Storm,90,302,26217.77,168.33,13,8.5,5.8,7.5,24.0,77.6,63,92.9,92.93
2024-07-16,2024,7,3,Tuesday,No,Yes,CW001,Cold,13828,39.5,44,Dust Storm,94,252,22165.79,78.22,14,7.5,3.0,12.8,24.0,72.6,51,88.6,192.83
2024-07-16,2024,7,3,Tuesday,No,Yes,CW002,Cold,13143,39.5,44,Dust Storm,99,195,18268.61,87.12,8,6.7,2.0,12.5,24.0,69.4,38,85.7,185.53
2024-07-16,2024,7,3,Tuesday,No,Yes,DG001,Dangerous Goods,11016,39.5,44,Dust Storm,81,66,4998.37,15.0,3,3.1,0.3,7.9,24.0,46.4,22,90.9,119.83
2024-07-16,2024,7,3,Tuesday,No,Yes,EX001,Express,14467,39.5,44,Dust Storm,92,359,4557.6,32.62,19,9.9,12.7,7.4,24.0,91.1,56,89.2,123.07
2024-07-16,2024,7,3,Tuesday,No,Yes,LA001,Live Animal,11771,39.5,44,Dust Storm,63,23,827.29,11.5,1,1.4,0.0,8.0,24.0,27.7,12,90.4,134.49
2024-07-16,2024,7,3,Tuesday,No,Yes,VW001,Valuable,4419,39.5,44,Dust Storm,55,37,196.64,1.15,1,2.2,0.4,4.5,24.0,26.2,11,87.5,76.87
2024-07-16,2024,7,3,Tuesday,No,Yes,WH001,General,23238,39.5,44,Dust Storm,70,289,31782.1,158.43,13,7.9,5.4,7.6,24.0,71.1,71,86.4,90.05
2024-07-16,2024,7,3,Tuesday,No,Yes,WH002,General,18912,39.5,44,Dust Storm,83,382,39453.32,178.59,16,10.7,6.6,8.1,24.0,81.6,70,94.8,96.67
2024-07-16,2024,7,3,Tuesday,No,Yes,WH003,General,18204,39.5,44,Dust Storm,83,368,39692.23,162.81,16,9.8,6.4,8.0,24.0,85.4,78,90.1,95.86
2024-07-16,2024,7,3,Tuesday,No,Yes,WH004,General,24074,39.5,44,Dust Storm,92,417,46014.86,250.58,18,11.1,7.4,7.2,24.0,88.7,79,95.3,97.55
2024-07-16,2024,7,3,Tuesday,No,Yes,WH005,General,20253,39.5,44,Dust Storm,71,208,20305.85,115.67,13,6.3,3.2,7.7,24.0,59.6,54,97.3,90.5
2024-07-16,2024,7,3,Tuesday,No,Yes,WH006,General,20006,39.5,44,Dust Storm,99,447,39798.28,176.11,27,12.0,8.4,7.8,24.0,95.0,64,87.9,91.84
2024-07-17,2024,7,3,Wednesday,No,Yes,CW001,Cold,13828,40.0,42,Dust Storm,77,210,17734.32,81.65,8,6.1,2.3,12.8,24.0,59.9,46,94.3,185.96
2024-07-17,2024,7,3,Wednesday,No,Yes,CW002,Cold,13143,40.0,42,Dust Storm,99,232,24131.24,98.28,9,7.4,2.5,11.9,24.0,68.2,45,92.3,187.15
2024-07-17,2024,7,3,Wednesday,No,Yes,DG001,Dangerous Goods,11016,40.0,42,Dust Storm,49,57,4335.95,10.72,2,2.4,0.2,7.8,24.0,24.2,21,86.5,110.48
2024-07-17,2024,7,3,Wednesday,No,Yes,EX001,Express,14467,40.0,42,Dust Storm,68,157,3073.14,28.84,6,5.2,5.2,7.8,24.0,56.7,38,93.4,123.08
2024-07-17,2024,7,3,Wednesday,No,Yes,LA001,Live Animal,11771,40.0,42,Dust Storm,69,27,679.6,6.96,1,1.5,0.0,8.1,24.0,31.6,17,90.9,140.8
2024-07-17,2024,7,3,Wednesday,No,Yes,VW001,Valuable,4419,40.0,42,Dust Storm,37,25,183.03,1.66,1,1.5,0.2,4.8,24.0,21.6,10,88.2,68.62
2024-07-17,2024,7,3,Wednesday,No,Yes,WH001,General,23238,40.0,42,Dust Storm,91,407,36675.13,191.32,25,10.5,7.7,7.8,24.0,92.7,73,92.0,95.51
2024-07-17,2024,7,3,Wednesday,No,Yes,WH002,General,18912,40.0,42,Dust Storm,82,373,35869.15,238.01,17,9.8,6.7,8.0,24.0,80.8,72,90.1,93.32
2024-07-17,2024,7,3,Wednesday,No,Yes,WH003,General,18204,40.0,42,Dust Storm,99,307,28174.67,136.28,17,8.6,5.4,7.4,24.0,78.8,68,91.1,94.0
2024-07-17,2024,7,3,Wednesday,No,Yes,WH004,General,24074,40.0,42,Dust Storm,96,342,35477.46,200.59,19,9.3,5.7,7.7,24.0,87.2,57,97.1,93.28
2024-07-17,2024,7,3,Wednesday,No,Yes,WH005,General,20253,40.0,42,Dust Storm,72,331,35793.55,172.13,15,9.2,6.0,7.4,24.0,68.7,70,91.1,88.06
2024-07-17,2024,7,3,Wednesday,No,Yes,WH006,General,20006,40.0,42,Dust Storm,64,265,23459.31,149.55,11,8.0,5.1,8.1,24.0,63.4,55,89.0,86.94
2024-07-18,2024,7,3,Thursday,No,Yes,CW001,Cold,13828,37.4,55,Cloudy,80,203,18410.41,63.6,10,5.9,2.2,11.4,24.0,55.1,41,91.8,185.58
2024-07-18,2024,7,3,Thursday,No,Yes,CW002,Cold,13143,37.4,55,Cloudy,74,149,14905.08,65.91,7,5.1,1.8,12.3,24.0,54.8,40,92.8,176.19
2024-07-18,2024,7,3,Thursday,No,Yes,DG001,Dangerous Goods,11016,37.4,55,Cloudy,81,110,6932.0,17.95,6,4.1,0.3,6.8,24.0,50.1,24,94.5,119.79
2024-07-18,2024,7,3,Thursday,No,Yes,EX001,Express,14467,37.4,55,Cloudy,93,322,7267.26,57.44,16,9.3,10.6,7.2,24.0,91.3,53,97.0,127.61
2024-07-18,2024,7,3,Thursday,No,Yes,LA001,Live Animal,11771,37.4,55,Cloudy,55,23,865.0,9.34,1,2.0,0.0,6.9,24.0,31.8,18,93.7,131.06
2024-07-18,2024,7,3,Thursday,No,Yes,VW001,Valuable,4419,37.4,55,Cloudy,47,34,318.18,2.6,2,1.6,0.3,4.2,24.0,27.1,17,96.3,67.94
2024-07-18,2024,7,3,Thursday,No,Yes,WH001,General,23238,37.4,55,Cloudy,61,288,33331.77,153.26,18,7.8,5.1,6.8,24.0,64.1,73,92.6,87.19
2024-07-18,2024,7,3,Thursday,No,Yes,WH002,General,18912,37.4,55,Cloudy,94,397,38908.1,169.7,16,11.1,6.9,6.7,24.0,91.0,61,86.5,90.85
2024-07-18,2024,7,3,Thursday,No,Yes,WH003,General,18204,37.4,55,Cloudy,93,384,46359.19,211.65,20,10.8,6.7,7.0,24.0,87.1,65,92.9,95.75
2024-07-18,2024,7,3,Thursday,No,Yes,WH004,General,24074,37.4,55,Cloudy,93,293,35858.79,194.64,13,9.1,4.9,7.2,24.0,82.2,59,97.4,90.64
2024-07-18,2024,7,3,Thursday,No,Yes,WH005,General,20253,37.4,55,Cloudy,69,198,19053.79,126.27,7,6.6,3.4,6.9,24.0,57.0,55,89.9,86.74
2024-07-18,2024,7,3,Thursday,No,Yes,WH006,General,20006,37.4,55,Cloudy,95,317,31247.21,177.78,17,9.0,6.0,6.8,24.0,86.2,61,97.5,94.03
2024-07-19,2024,7,3,Friday,Yes,Yes,CW001,Cold,13828,37.7,54,Cloudy,99,181,15054.63,60.64,10,5.8,2.0,11.6,24.0,62.4,39,86.0,180.07
2024-07-19,2024,7,3,Friday,Yes,Yes,CW002,Cold,13143,37.7,54,Cloudy,74,226,18599.49,80.73,14,6.2,2.4,11.9,24.0,52.9,51,85.7,180.14
2024-07-19,2024,7,3,Friday,Yes,Yes,DG001,Dangerous Goods,11016,37.7,54,Cloudy,69,58,4776.12,12.98,2,2.3,0.4,7.0,24.0,33.4,23,96.4,112.85
2024-07-19,2024,7,3,Friday,Yes,Yes,EX001,Express,14467,37.7,54,Cloudy,95,287,4022.52,39.32,11,8.5,9.8,6.5,24.0,84.7,49,96.8,122.17
2024-07-19,2024,7,3,Friday,Yes,Yes,LA001,Live Animal,11771,37.7,54,Cloudy,81,13,282.5,4.5,1,1.8,0.0,6.6,24.0,41.7,10,96.6,138.61
2024-07-19,2024,7,3,Friday,Yes,Yes,VW001,Valuable,4419,37.7,54,Cloudy,26,8,108.7,0.55,1,0.5,0.4,4.3,24.0,11.1,12,94.0,65.4
2024-07-19,2024,7,3,Friday,Yes,Yes,WH001,General,23238,37.7,54,Cloudy,88,395,39022.23,257.54,15,10.3,6.6,6.7,24.0,89.3,78,92.3,94.36
2024-07-19,2024,7,3,Friday,Yes,Yes,WH002,General,18912,37.7,54,Cloudy,89,252,28812.42,115.63,16,7.7,4.8,6.6,24.0,70.7,66,96.9,89.77
2024-07-19,2024,7,3,Friday,Yes,Yes,WH003,General,18204,37.7,54,Cloudy,84,255,25810.9,122.93,12,8.0,4.7,7.4,24.0,76.0,60,98.6,84.85
2024-07-19,2024,7,3,Friday,Yes,Yes,WH004,General,24074,37.7,54,Cloudy,68,309,34819.49,195.81,12,8.4,5.7,6.8,24.0,68.4,63,92.7,90.81
2024-07-19,2024,7,3,Friday,Yes,Yes,WH005,General,20253,37.7,54,Cloudy,99,267,24972.96,112.46,17,8.3,4.9,7.0,24.0,81.9,64,91.2,88.04
2024-07-19,2024,7,3,Friday,Yes,Yes,WH006,General,20006,37.7,54,Cloudy,99,413,46279.32,272.15,17,11.0,7.2,6.6,24.0,95.0,77,93.7,97.8
2024-07-20,2024,7,3,Saturday,Yes,Yes,CW001,Cold,13828,40.1,44,Dust Storm,95,296,27675.37,103.88,12,8.3,3.3,12.3,24.0,71.9,57,89.0,197.27
2024-07-20,2024,7,3,Saturday,Yes,Yes,CW002,Cold,13143,40.1,44,Dust Storm,94,279,27732.5,117.23,14,8.2,3.1,12.8,24.0,72.3,53,95.2,188.27
2024-07-20,2024,7,3,Saturday,Yes,Yes,DG001,Dangerous Goods,11016,40.1,44,Dust Storm,51,47,3089.24,7.49,2,2.0,0.2,7.6,24.0,27.6,22,91.6,111.11
2024-07-20,2024,7,3,Saturday,Yes,Yes,EX001,Express,14467,40.1,44,Dust Storm,99,292,4669.09,45.09,13,8.7,10.1,7.4,24.0,91.1,50,85.4,126.15
2024-07-20,2024,7,3,Saturday,Yes,Yes,LA001,Live Animal,11771,40.1,44,Dust Storm,60,17,730.24,9.6,1,1.9,0.0,7.5,24.0,32.0,12,88.6,135.35
2024-07-20,2024,7,3,Saturday,Yes,Yes,VW001,Valuable,4419,40.1,44,Dust Storm,34,20,253.99,2.01,1,1.4,0.2,4.7,24.0,17.8,16,98.3,72.08
2024-07-20,2024,7,3,Saturday,Yes,Yes,WH001,General,23238,40.1,44,Dust Storm,90,256,28115.8,149.74,11,7.7,4.9,7.5,24.0,74.8,61,96.5,87.82
2024-07-20,2024,7,3,Saturday,Yes,Yes,WH002,General,18912,40.1,44,Dust Storm,99,406,47331.64,228.4,22,11.2,7.1,7.4,24.0,91.5,80,88.3,100.78
2024-07-20,2024,7,3,Saturday,Yes,Yes,WH003,General,18204,40.1,44,Dust Storm,73,276,26573.59,135.21,14,7.5,4.5,8.3,24.0,68.1,72,99.0,92.97
2024-07-20,2024,7,3,Saturday,Yes,Yes,WH004,General,24074,40.1,44,Dust Storm,89,283,25126.14,118.69,12,8.2,5.3,8.1,24.0,73.2,53,95.9,94.11
2024-07-20,2024,7,3,Saturday,Yes,Yes,WH005,General,20253,40.1,44,Dust Storm,83,228,20872.31,118.68,9,7.0,3.8,8.0,24.0,64.8,61,85.4,89.51
2024-07-20,2024,7,3,Saturday,Yes,Yes,WH006,General,20006,40.1,44,Dust Storm,99,356,43975.21,209.59,23,10.3,6.7,8.0,24.0,91.7,64,89.3,93.03
2024-07-21,2024,7,3,Sunday,No,Yes,CW001,Cold,13828,40.0,40,Dust Storm,78,140,13245.54,53.2,8,4.7,1.8,12.5,24.0,53.3,49,87.7,179.97
2024-07-21,2024,7,3,Sunday,No,Yes,CW002,Cold,13143,40.0,40,Dust Storm,99,198,16319.73,60.34,9,6.3,2.4,12.9,24.0,70.9,39,89.0,187.11
2024-07-21,2024,7,3,Sunday,No,Yes,DG001,Dangerous Goods,11016,40.0,40,Dust Storm,66,86,6063.7,12.54,5,3.4,0.2,8.0,24.0,36.2,20,98.1,116.03
2024-07-21,2024,7,3,Sunday,No,Yes,EX001,Express,14467,40.0,40,Dust Storm,83,267,5129.61,38.98,17,7.8,8.9,7.5,24.0,80.3,45,94.3,121.45
2024-07-21,2024,7,3,Sunday,No,Yes,LA001,Live Animal,11771,40.0,40,Dust Storm,34,13,409.31,5.15,1,0.5,0.0,7.8,24.0,17.0,16,96.4,132.18
2024-07-21,2024,7,3,Sunday,No,Yes,VW001,Valuable,4419,40.0,40,Dust Storm,24,7,79.19,0.5,1,1.1,0.3,4.5,24.0,14.8,10,88.2,70.4
2024-07-21,2024,7,3,Sunday,No,Yes,WH001,General,23238,40.0,40,Dust Storm,67,258,25469.99,120.66,16,7.1,4.9,7.9,24.0,64.7,52,93.6,85.3
2024-07-21,2024,7,3,Sunday,No,Yes,WH002,General,18912,40.0,40,Dust Storm,83,391,46266.83,270.54,24,10.4,7.3,8.0,24.0,83.8,79,87.1,97.77
2024-07-21,2024,7,3,Sunday,No,Yes,WH003,General,18204,40.0,40,Dust Storm,92,403,39700.85,191.67,17,11.3,7.6,7.3,24.0,92.3,75,94.3,95.08
2024-07-21,2024,7,3,Sunday,No,Yes,WH004,General,24074,40.0,40,Dust Storm,95,424,36231.1,180.03,24,11.4,7.9,8.1,24.0,93.7,75,89.1,97.59
2024-07-21,2024,7,3,Sunday,No,Yes,WH005,General,20253,40.0,40,Dust Storm,99,295,29780.25,163.84,14,9.3,5.0,7.7,24.0,83.2,69,86.6,94.43
2024-07-21,2024,7,3,Sunday,No,Yes,WH006,General,20006,40.0,40,Dust Storm,99,461,51425.58,211.52,20,12.0,7.9,8.2,24.0,95.0,78,89.5,96.17
2024-07-22,2024,7,3,Monday,No,Yes,CW001,Cold,13828,41.1,36,Dust Storm,91,188,18966.06,74.84,11,6.2,2.0,13.1,24.0,63.0,43,85.9,192.78
2024-07-22,2024,7,3,Monday,No,Yes,CW002,Cold,13143,41.1,36,Dust Storm,79,147,15968.66,79.4,7,5.0,1.5,12.8,24.0,55.8,45,88.1,188.26
2024-07-22,2024,7,3,Monday,No,Yes,DG001,Dangerous Goods,11016,41.1,36,Dust Storm,82,78,4611.92,15.16,3,3.4,0.4,8.1,24.0,44.4,26,92.3,114.78
2024-07-22,2024,7,3,Monday,No,Yes,EX001,Express,14467,41.1,36,Dust Storm,79,240,5009.4,34.06,9,7.5,8.4,8.2,24.0,71.3,43,96.7,119.39
2024-07-22,2024,7,3,Monday,No,Yes,LA001,Live Animal,11771,41.1,36,Dust Storm,39,16,336.22,4.36,1,1.0,0.0,8.6,24.0,17.2,14,97.2,138.73
2024-07-22,2024,7,3,Monday,No,Yes,VW001,Valuable,4419,41.1,36,Dust Storm,56,42,475.0,4.39,2,1.8,0.1,5.2,24.0,30.0,11,88.4,76.34
2024-07-22,2024,7,3,Monday,No,Yes,WH001,General,23238,41.1,36,Dust Storm,99,378,43632.84,191.96,16,10.8,6.6,7.9,24.0,92.5,69,95.5,92.9
2024-07-22,2024,7,3,Monday,No,Yes,WH002,General,18912,41.1,36,Dust Storm,67,217,21101.06,98.58,10,7.1,4.1,8.1,24.0,59.2,59,93.6,91.19
2024-07-22,2024,7,3,Monday,No,Yes,WH003,General,18204,41.1,36,Dust Storm,74,325,37070.19,189.58,19,8.9,5.8,8.1,24.0,72.9,66,86.7,93.82
2024-07-22,2024,7,3,Monday,No,Yes,WH004,General,24074,41.1,36,Dust Storm,84,333,35674.75,175.85,15,9.8,5.5,7.9,24.0,75.8,75,98.4,90.39
2024-07-22,2024,7,3,Monday,No,Yes,WH005,General,20253,41.1,36,Dust Storm,88,260,23558.51,101.88,11,7.9,4.4,7.8,24.0,74.7,58,90.0,86.9
2024-07-22,2024,7,3,Monday,No,Yes,WH006,General,20006,41.1,36,Dust Storm,86,267,23127.09,125.22,16,8.5,4.7,8.5,24.0,69.4,61,98.3,94.13
2024-07-23,2024,7,3,Tuesday,No,Yes,CW001,Cold,13828,41.4,45,Cloudy,74,165,15884.97,59.85,10,5.7,1.7,13.1,24.0,56.5,46,90.7,181.36
2024-07-23,2024,7,3,Tuesday,No,Yes,CW002,Cold,13143,41.4,45,Cloudy,81,204,18422.06,70.18,9,5.8,2.3,12.7,24.0,53.3,45,89.0,184.22
2024-07-23,2024,7,3,Tuesday,No,Yes,DG001,Dangerous Goods,11016,41.4,45,Cloudy,40,46,3600.36,11.86,1,1.3,0.3,8.3,24.0,17.2,20,95.6,113.37
2024-07-23,2024,7,3,Tuesday,No,Yes,EX001,Express,14467,41.4,45,Cloudy,99,376,7920.73,54.71,25,10.5,12.5,8.2,24.0,95.0,58,88.5,131.16
2024-07-23,2024,7,3,Tuesday,No,Yes,LA001,Live Animal,11771,41.4,45,Cloudy,62,15,619.01,10.75,1,1.2,0.0,8.1,24.0,31.8,18,86.2,136.85
2024-07-23,2024,7,3,Tuesday,No,Yes,VW001,Valuable,4419,41.4,45,Cloudy,22,14,80.62,0.59,1,0.5,0.4,5.0,24.0,11.7,12,95.8,66.76
2024-07-23,2024,7,3,Tuesday,No,Yes,WH001,General,23238,41.4,45,Cloudy,99,408,45527.29,230.8,18,10.7,6.8,8.7,24.0,92.6,63,94.8,93.97
2024-07-23,2024,7,3,Tuesday,No,Yes,WH002,General,18912,41.4,45,Cloudy,67,311,34898.43,141.19,13,8.4,5.6,8.2,24.0,64.1,64,98.8,93.68
2024-07-23,2024,7,3,Tuesday,No,Yes,WH003,General,18204,41.4,45,Cloudy,89,366,40650.73,166.03,17,10.2,6.8,8.2,24.0,89.2,78,89.2,97.24
2024-07-23,2024,7,3,Tuesday,No,Yes,WH004,General,24074,41.4,45,Cloudy,99,297,28424.62,147.43,15,9.3,4.9,8.3,24.0,81.6,64,93.1,86.48
2024-07-23,2024,7,3,Tuesday,No,Yes,WH005,General,20253,41.4,45,Cloudy,88,353,30247.02,124.21,15,9.6,5.8,8.4,24.0,81.1,71,92.9,87.68
2024-07-23,2024,7,3,Tuesday,No,Yes,WH006,General,20006,41.4,45,Cloudy,99,391,46887.82,204.5,24,10.6,7.0,8.8,24.0,91.4,71,88.3,95.96
2024-07-24,2024,7,3,Wednesday,No,Yes,CW001,Cold,13828,40.7,42,Dust Storm,85,206,20095.56,70.66,10,6.3,2.5,12.8,24.0,62.7,49,91.0,188.33
2024-07-24,2024,7,3,Wednesday,No,Yes,CW002,Cold,13143,40.7,42,Dust Storm,82,221,23784.94,115.62,13,6.9,2.2,13.0,24.0,60.6,41,97.4,186.96
2024-07-24,2024,7,3,Wednesday,No,Yes,DG001,Dangerous Goods,11016,40.7,42,Dust Storm,41,45,3187.12,9.12,2,2.1,0.3,8.2,24.0,27.1,21,93.5,113.14
2024-07-24,2024,7,3,Wednesday,No,Yes,EX001,Express,14467,40.7,42,Dust Storm,75,229,3682.29,40.49,13,7.0,7.9,8.5,24.0,70.0,42,91.7,121.57
2024-07-24,2024,7,3,Wednesday,No,Yes,LA001,Live Animal,11771,40.7,42,Dust Storm,67,26,892.63,11.0,1,1.6,0.0,7.7,24.0,28.1,16,89.1,138.73
2024-07-24,2024,7,3,Wednesday,No,Yes,VW001,Valuable,4419,40.7,42,Dust Storm,68,41,550.98,3.71,2,2.3,0.2,5.1,24.0,32.1,17,97.0,78.22
2024-07-24,2024,7,3,Wednesday,No,Yes,WH001,General,23238,40.7,42,Dust Storm,63,237,21704.13,101.94,11,7.5,4.5,8.4,24.0,57.9,57,94.9,82.67
2024-07-24,2024,7,3,Wednesday,No,Yes,WH002,General,18912,40.7,42,Dust Storm,99,297,29537.84,132.91,15,9.3,5.5,8.1,24.0,86.0,66,93.6,96.22
2024-07-24,2024,7,3,Wednesday,No,Yes,WH003,General,18204,40.7,42,Dust Storm,83,244,26397.26,129.81,9,8.0,4.3,8.1,24.0,75.3,58,90.0,87.4
2024-07-24,2024,7,3,Wednesday,No,Yes,WH004,General,24074,40.7,42,Dust Storm,99,342,34364.22,186.53,14,9.6,6.0,8.1,24.0,82.0,70,94.2,88.37
2024-07-24,2024,7,3,Wednesday,No,Yes,WH005,General,20253,40.7,42,Dust Storm,93,444,54118.77,237.26,18,12.0,8.3,7.8,24.0,95.0,65,88.0,93.75
2024-07-24,2024,7,3,Wednesday,No,Yes,WH006,General,20006,40.7,42,Dust Storm,78,365,40967.14,197.04,21,9.9,6.1,8.5,24.0,83.0,75,96.2,96.07
2024-07-25,2024,7,3,Thursday,No,Yes,CW001,Cold,13828,39.9,49,Cloudy,99,252,25309.2,101.2,15,7.2,2.6,12.6,24.0,66.7,56,95.7,190.87
2024-07-25,2024,7,3,Thursday,No,Yes,CW002,Cold,13143,39.9,49,Cloudy,99,181,18941.74,90.03,7,6.0,2.3,12.2,24.0,61.8,52,87.2,187.43
2024-07-25,2024,7,3,Thursday,No,Yes,DG001,Dangerous Goods,11016,39.9,49,Cloudy,40,57,3294.61,8.53,2,1.8,0.3,7.5,24.0,21.1,19,94.5,109.74
2024-07-25,2024,7,3,Thursday,No,Yes,EX001,Express,14467,39.9,49,Cloudy,89,259,5472.67,61.06,11,8.2,8.5,8.1,24.0,76.3,51,86.4,123.53
2024-07-25,2024,7,3,Thursday,No,Yes,LA001,Live Animal,11771,39.9,49,Cloudy,62,12,396.48,6.34,1,1.0,0.0,7.5,24.0,23.9,12,97.5,137.26
2024-07-25,2024,7,3,Thursday,No,Yes,VW001,Valuable,4419,39.9,49,Cloudy,30,17,122.93,0.64,1,1.1,0.4,4.4,24.0,14.0,11,92.5,70.31
2024-07-25,2024,7,3,Thursday,No,Yes,WH001,General,23238,39.9,49,Cloudy,63,198,20908.75,108.85,13,6.4,3.2,7.9,24.0,51.7,56,92.6,87.99
2024-07-25,2024,7,3,Thursday,No,Yes,WH002,General,18912,39.9,49,Cloudy,79,325,38144.12,200.35,21,8.6,6.0,7.6,24.0,70.5,66,96.9,91.36
2024-07-25,2024,7,3,Thursday,No,Yes,WH003,General,18204,39.9,49,Cloudy,99,279,32199.97,151.27,11,8.3,4.7,7.5,24.0,75.4,57,85.3,91.12
2024-07-25,2024,7,3,Thursday,No,Yes,WH004,General,24074,39.9,49,Cloudy,95,262,30306.39,150.06,11,8.0,4.2,7.7,24.0,74.9,58,97.9,89.41
2024-07-25,2024,7,3,Thursday,No,Yes,WH005,General,20253,39.9,49,Cloudy,73,251,26583.15,133.74,12,7.7,4.1,7.3,24.0,62.9,70,85.4,86.92
2024-07-25,2024,7,3,Thursday,No,Yes,WH006,General,20006,39.9,49,Cloudy,72,297,31810.77,188.09,11,8.6,5.8,7.9,24.0,70.7,61,98.0,84.82
2024-07-26,2024,7,3,Friday,Yes,Yes,CW001,Cold,13828,39.3,59,Cloudy,80,222,21257.46,78.43,10,6.7,2.5,12.6,24.0,59.4,42,98.9,189.8
2024-07-26,2024,7,3,Friday,Yes,Yes,CW002,Cold,13143,39.3,59,Cloudy,71,227,23559.55,107.77,11,6.9,2.6,12.5,24.0,57.3,55,91.1,183.03
2024-07-26,2024,7,3,Friday,Yes,Yes,DG001,Dangerous Goods,11016,39.3,59,Cloudy,67,79,5324.1,15.07,3,3.3,0.5,7.2,24.0,35.6,20,91.7,111.53
